Date,Value (kWh),day_of_week,notes,Day,Temp_max,Temp_avg,Temp_min,Dew_max,Dew_avg,Dew_min,Hum_max,Hum_avg,Hum_min,Wind_max,Wind_avg,Wind_min,Press_max,Press_avg,Press_min,Precipit
2017-07-07,1.564,4,weekday,7,95,85.0,76,76,73.0,70,94,68.7,46,13,4.7,0,30.0,29.9,29.9,0.0
2017-07-08,2.18,0,weekday,8,96,84.8,77,75,72.0,68,94,67.5,43,12,4.5,0,30.0,29.9,29.9,0.0
2017-07-09,1.81,3,weekday,9,95,81.3,73,75,72.1,69,97,75.7,46,20,7.7,0,30.0,29.9,29.8,0.0
2017-07-10,0.759,5,weekend,10,83,77.2,73,74,72.5,71,96,85.9,72,14,7.4,0,30.0,29.9,29.9,2.31
2017-07-11,1.287,1,weekday,11,91,82.3,75,76,73.9,72,96,76.3,53,20,4.6,0,29.9,29.9,29.8,0.5
2017-07-12,1.238,3,weekday,12,90,81.9,75,78,74.3,73,96,78.5,61,17,6.8,0,29.9,29.9,29.9,0.0
2017-07-13,1.178,3,weekday,13,93,83.6,76,77,74.5,73,97,75.2,54,13,5.0,0,30.0,30.0,29.9,0.02
2017-07-14,1.278,4,weekday,14,95,85.1,76,76,73.8,69,94,71.0,43,17,4.4,0,30.0,30.0,29.9,0.01
2017-07-15,1.581,5,weekend,15,93,79.7,73,77,73.8,72,96,83.4,54,22,6.7,0,30.0,29.9,29.8,0.0
2017-07-16,0.645,6,weekend,16,92,80.6,73,74,72.3,69,96,77.5,48,10,4.6,0,29.9,29.8,29.7,1.2
2017-07-17,1.034,0,weekday,17,91,83.9,78,76,74.7,73,90,74.5,55,13,4.5,0,29.9,29.8,29.8,0.0
2017-07-18,1.3630000000000002,1,weekday,18,91,83.8,77,77,75.0,73,94,75.3,59,14,3.9,0,29.9,29.9,29.9,0.0
2017-07-19,1.839,2,weekday,19,92,83.8,75,76,74.3,72,94,74.2,53,14,3.8,0,30.0,30.0,29.9,0.68
2017-07-20,1.601,3,weekday,20,95,86.7,77,77,74.2,71,96,68.0,47,13,4.8,0,30.0,29.9,29.9,0.0
2017-07-21,1.43,4,weekday,21,95,85.3,77,77,74.5,72,90,71.1,47,18,5.6,0,29.9,29.9,29.8,0.0
2017-07-22,0.779,5,weekend,22,94,81.7,74,78,74.1,69,97,79.2,53,23,6.6,0,29.9,29.8,29.8,0.5
2017-07-23,0.487,6,weekend,23,92,85.0,79,77,74.5,72,90,71.5,54,16,6.8,0,29.9,29.8,29.7,0.9
2017-07-24,0.5670000000000001,0,weekday,24,95,86.7,80,76,72.9,68,85,65.4,41,13,7.2,5,29.9,29.9,29.8,0.17
2017-07-25,0.856,1,weekday,25,94,86.0,78,76,74.3,72,88,69.0,50,14,7.9,3,30.0,29.9,29.9,0.0
2017-07-26,0.98,2,weekday,26,95,86.1,78,75,73.2,70,87,66.6,44,18,7.2,0,30.0,29.9,29.9,0.0
2017-07-27,0.449,3,weekday,27,97,86.3,77,77,73.3,70,90,66.8,41,20,5.5,0,30.0,29.9,29.8,0.0
2017-07-28,0.935,4,weekday,28,98,87.8,79,77,74.5,69,90,66.9,39,17,6.0,0,29.9,29.8,29.7,0.0
2017-07-29,0.6859999999999999,5,weekend,29,99,88.3,80,77,74.5,70,85,65.4,40,15,7.3,0,29.8,29.8,29.7,0.0
2017-07-30,0.493,6,weekend,30,95,86.4,80,78,73.5,64,90,66.6,47,15,6.8,0,29.9,29.8,29.8,0.0
2017-07-31,0.5820000000000001,0,weekday,31,92,81.9,72,67,65.5,63,81,59.0,39,12,6.7,0,29.9,29.9,29.8,0.0
2017-08-01,0.547,6,weekend,1,93,83.2,74,73,70.7,67,84,67.1,48,16,7.3,0,29.9,29.9,29.8,0.0
2017-08-02,0.499,2,weekday,2,89,79.8,76,77,73.9,72,94,82.8,59,18,8.4,0,29.9,29.9,29.9,0.0
2017-08-03,0.235,2,weekday,3,89,79.6,75,75,73.1,72,94,81.2,57,13,5.8,3,29.9,29.9,29.8,0.09
2017-08-04,0.509,5,weekend,4,92,81.0,75,76,74.4,72,94,81.3,52,20,6.0,0,29.9,29.9,29.8,0.03
2017-08-05,0.271,0,weekday,5,90,81.8,75,78,74.8,73,96,80.3,61,24,6.1,0,29.9,29.9,29.8,1.23
2017-08-06,0.534,3,weekday,6,94,84.1,78,78,76.4,73,90,78.1,54,12,6.3,0,29.8,29.8,29.7,0.39
2017-08-07,0.5529999999999999,5,weekend,7,84,79.5,76,79,75.9,74,96,88.8,79,13,6.0,0,29.9,29.8,29.8,0.1
2017-08-08,0.237,1,weekday,8,86,77.4,73,76,73.5,71,97,88.0,67,14,5.0,0,29.9,29.8,29.8,5.71
2017-08-09,0.216,4,weekday,9,92,81.9,76,78,74.6,72,94,79.8,53,12,5.0,0,29.9,29.9,29.8,0.03
2017-08-10,0.971,6,weekend,10,97,83.6,77,79,76.0,72,96,79.8,44,20,5.8,0,30.0,29.9,29.9,0.0
2017-08-11,0.862,2,weekday,11,94,86.4,77,79,75.8,72,96,72.1,52,9,4.8,0,30.0,29.9,29.8,0.12
2017-08-12,0.483,4,weekday,12,96,87.2,80,78,75.5,72,90,69.8,46,15,5.7,0,29.9,29.8,29.8,0.0
2017-08-13,1.631,6,weekend,13,96,87.0,78,77,75.0,72,93,69.0,47,10,7.0,0,29.8,29.8,29.7,0.0
2017-08-14,3.04,0,weekday,14,96,87.4,81,76,74.1,72,85,66.1,46,14,8.3,5,29.8,29.8,29.7,0.0
2017-08-15,1.624,1,weekday,15,96,87.4,81,77,74.1,69,85,66.1,41,15,7.8,3,29.8,29.8,29.7,0.0
2017-08-16,1.252,2,weekday,16,95,87.6,82,78,76.0,74,85,69.2,52,16,9.0,3,29.9,29.8,29.8,0.0
2017-08-17,1.203,3,weekday,17,97,88.4,83,78,73.8,68,85,64.0,41,10,7.3,3,29.9,29.9,29.8,0.0
2017-08-18,1.042,4,weekday,18,98,87.5,79,78,75.2,71,90,68.5,42,14,5.8,0,29.9,29.9,29.8,0.0
2017-08-19,1.7280000000000002,5,weekend,19,98,87.6,78,78,74.7,71,93,67.4,42,14,4.8,0,29.9,29.9,29.8,0.0
2017-08-20,1.992,6,weekend,20,95,86.4,77,77,73.9,70,94,68.4,44,15,5.3,0,29.9,29.9,29.8,0.0
2017-08-21,1.676,0,weekday,21,94,84.2,78,78,74.8,72,93,74.9,50,13,6.0,0,30.0,29.9,29.9,0.0
2017-08-22,1.585,1,weekday,22,95,85.0,76,76,73.0,68,94,69.7,41,15,3.8,0,30.0,29.9,29.8,0.0
2017-08-23,1.361,2,weekday,23,94,84.5,77,76,73.4,70,90,70.5,47,15,5.4,0,29.9,29.8,29.7,0.0
2017-08-24,1.527,3,weekday,24,93,83.0,77,76,73.2,71,94,74.0,49,18,7.6,0,29.8,29.8,29.7,0.15
2017-08-25,1.315,4,weekday,25,79,77.7,76,76,73.7,71,94,87.5,82,21,14.7,8,29.8,29.7,29.7,0.0
2017-08-26,0.7,5,weekend,26,79,77.3,74,77,75.1,72,97,92.6,88,36,18.4,3,29.8,29.7,29.6,0.89
2017-08-27,1.995,6,weekend,27,77,75.4,74,75,73.8,72,100,95.0,89,24,15.3,0,29.7,29.6,29.6,13.43
2017-08-28,0.6829999999999999,0,weekday,28,74,72.4,71,72,70.0,68,96,92.1,87,33,23.9,14,29.6,29.6,29.5,10.75
2017-08-29,0.7759999999999999,1,weekday,29,75,72.6,72,71,69.7,68,97,90.4,82,28,21.9,17,29.6,29.6,29.6,5.28
2017-08-30,0.492,2,weekday,30,85,78.2,73,69,67.8,67,87,71.1,58,22,14.8,8,29.7,29.6,29.6,0.91
2017-08-31,1.223,3,weekday,31,92,81.4,73,69,66.8,63,85,63.0,39,13,7.0,0,29.8,29.8,29.7,0.0
2017-09-01,1.116,0,weekday,1,90,80.7,71,73,69.5,67,90,70.4,46,9,4.3,0,29.9,29.9,29.8,0.0
2017-09-02,0.997,3,weekday,2,91,81.2,73,75,70.2,63,96,72.3,39,8,3.0,0,30.0,29.9,29.9,0.0
2017-09-03,1.339,3,weekday,3,90,80.7,73,74,70.9,66,93,74.1,45,9,3.5,0,30.0,29.9,29.9,0.0
2017-09-04,1.4509999999999998,6,weekend,4,90,80.9,73,74,71.5,69,94,74.5,50,10,4.4,0,29.9,29.9,29.8,0.0
2017-09-05,1.457,1,weekday,5,92,81.6,73,74,72.0,69,96,74.5,47,7,2.9,0,29.9,29.9,29.8,0.0
2017-09-06,1.128,4,weekday,6,84,75.3,67,74,62.3,52,93,67.7,33,26,10.1,0,30.0,29.9,29.8,0.06
2017-09-07,0.7440000000000001,6,weekend,7,82,72.1,63,60,56.4,53,84,60.2,37,12,6.4,0,30.0,30.0,29.9,0.0
2017-09-08,0.7120000000000001,2,weekday,8,84,72.7,61,60,57.5,56,87,61.3,40,10,6.5,3,30.0,30.0,29.9,0.0
2017-09-09,0.296,5,weekend,9,85,74.2,64,61,59.4,58,81,61.8,43,13,7.0,0,30.0,30.0,29.9,0.0
2017-09-10,0.601,0,weekday,10,86,75.2,65,62,60.2,59,84,61.7,41,17,8.0,0,30.0,29.9,29.9,0.0
2017-09-11,0.988,3,weekday,11,84,73.8,66,61,59.0,55,81,62.0,38,16,7.3,0,29.9,29.9,29.8,0.0
2017-09-12,0.367,5,weekend,12,88,73.8,61,62,58.3,54,93,62.5,32,14,4.7,0,29.8,29.7,29.7,0.0
2017-09-13,1.002,2,weekday,13,86,77.4,68,69,64.9,63,87,66.8,48,10,4.8,0,29.8,29.7,29.7,0.0
2017-09-14,0.8170000000000001,3,weekday,14,91,79.2,68,70,68.2,65,96,71.3,42,15,7.1,0,29.8,29.8,29.7,0.0
2017-09-15,1.095,4,weekday,15,90,79.3,69,73,70.4,68,96,76.1,53,15,6.3,0,29.8,29.8,29.8,0.0
2017-09-16,1.194,5,weekend,16,91,78.5,68,76,70.8,67,100,79.8,45,10,4.1,0,29.9,29.9,29.8,0.0
2017-09-17,1.3769999999999998,6,weekend,17,90,80.4,71,76,71.9,68,96,77.1,48,10,4.1,0,29.9,29.9,29.8,0.0
2017-09-18,1.465,0,weekday,18,90,79.7,73,79,75.0,72,97,86.2,63,16,4.9,0,29.9,29.9,29.8,0.0
2017-09-19,0.705,1,weekday,19,93,82.0,74,78,74.2,72,97,78.9,50,16,5.7,0,29.9,29.8,29.7,0.42
2017-09-20,1.317,2,weekday,20,91,83.7,78,77,75.3,73,93,76.3,55,16,7.1,0,29.8,29.8,29.8,0.0
2017-09-21,1.054,3,weekday,21,84,79.1,75,78,74.1,70,96,84.8,72,20,7.3,0,29.9,29.8,29.8,0.48
2017-09-22,0.978,4,weekday,22,91,78.5,72,76,72.3,70,100,83.2,53,13,4.3,0,29.9,29.8,29.8,0.02
2017-09-23,1.035,5,weekend,23,91,79.7,73,75,72.1,68,97,79.0,49,17,6.0,0,29.8,29.8,29.7,0.0
2017-09-24,1.092,6,weekend,24,91,79.0,72,75,72.0,69,97,81.1,48,16,6.8,0,29.8,29.8,29.7,0.0
2017-09-25,1.002,0,weekday,25,91,80.0,73,75,72.2,70,97,78.5,52,15,7.7,0,29.8,29.7,29.7,0.01
2017-09-26,0.969,1,weekday,26,89,80.0,72,74,71.8,69,97,77.8,52,10,5.1,0,29.8,29.8,29.7,0.0
2017-09-27,1.02,2,weekday,27,92,81.5,75,74,72.3,69,94,75.6,48,10,4.0,0,29.8,29.8,29.8,0.0
2017-09-28,1.226,3,weekday,28,91,80.3,75,74,73.0,71,94,79.8,53,16,4.8,0,29.9,29.8,29.8,0.0
2017-09-29,0.763,4,weekday,29,91,80.9,73,74,69.3,64,94,69.5,46,14,8.7,3,29.9,29.9,29.9,0.24
2017-09-30,1.13,5,weekend,30,88,77.3,67,64,61.3,60,81,59.6,39,10,6.3,0,30.0,29.9,29.9,0.0
2017-10-01,1.463,1,weekday,1,90,77.9,66,71,64.9,61,90,66.3,42,9,4.1,0,29.9,29.8,29.8,0.0
2017-10-02,1.605,4,weekday,2,89,78.8,73,75,72.3,69,97,81.8,52,18,9.3,0,29.9,29.8,29.8,0.0
2017-10-03,0.846,4,weekday,3,82,78.5,77,79,76.1,74,96,92.2,88,18,9.2,0,30.1,30.0,29.9,0.01
2017-10-04,1.38,0,weekday,4,88,79.1,72,75,70.2,67,91,75.5,51,14,9.2,0,30.1,30.0,30.0,2.12
2017-10-05,0.878,2,weekday,5,86,76.8,70,71,67.2,62,93,74.3,47,12,5.6,0,30.0,29.9,29.9,0.0
2017-10-06,0.872,5,weekend,6,87,75.7,66,68,65.4,63,96,72.9,44,9,4.2,0,29.9,29.8,29.7,0.0
2017-10-07,0.65,0,weekday,7,90,78.2,69,76,71.1,66,91,79.4,59,9,4.3,0,29.7,29.6,29.6,0.0
2017-10-08,1.099,3,weekday,8,92,82.2,72,75,71.4,67,94,71.9,44,10,2.9,0,29.6,29.6,29.5,0.0
2017-10-09,0.621,6,weekend,9,94,82.5,72,77,73.0,71,100,75.2,49,10,4.5,0,29.8,29.7,29.6,0.0
2017-10-10,1.096,1,weekday,10,79,75.3,68,74,65.7,54,97,74.1,52,17,9.0,0,30.0,29.9,29.8,0.0
2017-10-11,1.167,4,weekday,11,83,71.0,62,58,55.5,54,75,59.3,39,13,7.4,0,30.1,30.0,29.9,0.0
2017-10-12,0.884,6,weekend,12,88,76.3,65,73,66.1,59,93,72.0,53,7,3.5,0,30.0,29.9,29.9,0.0
2017-10-13,1.97,4,weekday,13,90,79.8,71,75,72.0,70,100,79.6,52,9,3.9,0,30.0,29.9,29.9,0.0
2017-10-14,2.476,5,weekend,14,90,78.2,71,77,72.8,67,100,85.9,54,14,4.4,0,30.0,29.9,29.9,0.0
2017-10-15,1.892,6,weekend,15,92,77.3,70,74,68.7,54,100,77.0,48,16,8.1,0,30.1,30.0,29.9,0.0
2017-10-16,0.964,0,weekday,16,77,67.7,57,51,48.1,45,74,51.0,32,21,11.6,0,30.2,30.1,30.1,0.0
2017-10-17,0.374,1,weekday,17,79,63.4,53,52,47.2,43,81,59.0,30,10,5.0,0,30.2,30.1,30.0,0.0
2017-10-18,0.544,2,weekday,18,83,66.9,52,65,56.4,50,100,72.3,42,10,3.8,0,30.1,30.0,30.0,0.0
2017-10-19,0.84,3,weekday,19,84,72.0,61,66,62.8,60,100,75.2,47,12,6.3,0,30.0,30.0,29.9,0.0
2017-10-20,1.52,4,weekday,20,79,73.7,69,73,70.3,62,100,89.3,76,20,10.9,3,30.0,29.9,29.8,0.01
2017-10-21,1.988,5,weekend,21,85,76.0,69,76,72.9,69,100,91.1,72,17,7.0,0,29.9,29.8,29.8,0.01
2017-10-22,2.929,6,weekend,22,75,67.8,62,75,64.4,54,100,89.6,61,36,9.9,0,30.0,29.9,29.8,0.04
2017-10-23,1.279,0,weekday,23,80,64.4,52,54,49.3,40,97,63.8,27,7,1.9,0,30.0,30.0,29.9,0.97
2017-10-24,0.664,1,weekday,24,77,65.8,57,54,39.8,28,89,45.5,18,21,10.3,0,30.2,30.1,30.0,0.0
2017-10-25,0.5329999999999999,2,weekday,25,76,60.6,46,46,38.1,31,77,48.5,20,13,4.5,0,30.2,30.1,29.9,0.0
2017-10-26,0.275,3,weekday,26,82,67.3,50,58,51.5,42,93,60.0,36,14,7.0,0,29.9,29.8,29.7,0.0
2017-10-27,0.4039999999999999,4,weekday,27,68,63.0,51,62,49.7,31,90,64.3,43,23,11.2,0,30.0,29.8,29.7,0.0
2017-10-28,0.212,5,weekend,28,62,51.8,43,32,29.0,25,65,43.7,25,17,11.1,0,30.1,30.0,30.0,0.0
2017-10-29,0.203,6,weekend,29,70,54.0,36,38,30.4,19,89,48.0,17,7,3.4,0,30.0,29.9,29.9,0.0
2017-10-30,0.335,0,weekday,30,79,62.1,44,60,50.5,36,97,68.7,42,13,4.8,0,29.9,29.9,29.8,0.0
2017-10-31,0.3979999999999999,1,weekday,31,81,68.7,60,68,64.7,60,100,88.4,60,18,7.2,0,30.0,29.9,29.8,0.0
2017-11-01,0.363,2,weekday,1,81,72.9,67,73,69.6,66,100,90.1,69,14,6.2,0,29.8,29.8,29.7,0.7
2017-11-02,0.607,5,weekend,2,88,78.5,73,75,73.0,71,97,84.5,59,12,6.9,3,29.9,29.9,29.8,0.0
2017-11-03,1.147,5,weekend,3,87,79.3,75,75,73.4,70,97,83.1,57,9,6.0,3,30.0,29.9,29.9,0.0
2017-11-04,2.536,1,weekday,4,86,75.7,68,76,71.4,68,100,88.2,55,9,4.2,0,29.9,29.9,29.8,0.0
2017-11-05,1.432,3,weekday,5,87,78.1,74,74,72.1,68,97,83.6,53,13,7.8,3,29.9,29.9,29.8,0.0
2017-11-06,0.983,6,weekend,6,88,79.2,74,74,71.0,67,97,77.7,51,12,7.2,0,29.9,29.9,29.8,0.0
2017-11-07,1.308,1,weekday,7,87,77.1,65,75,69.2,58,100,78.3,53,15,6.4,0,30.0,29.9,29.9,0.0
2017-11-08,0.759,4,weekday,8,64,58.8,55,58,53.7,50,97,83.6,70,18,11.1,7,30.1,30.0,30.0,0.0
2017-11-09,0.363,0,weekday,9,66,56.9,52,54,51.3,50,97,82.6,59,16,10.0,3,30.1,30.1,30.0,0.06
2017-11-10,0.561,2,weekday,10,69,59.6,48,52,48.4,45,97,69.3,42,12,6.8,0,30.2,30.1,30.1,0.0
2017-11-11,0.4,5,weekend,11,75,65.1,56,60,54.9,49,84,70.0,57,14,8.5,5,30.1,30.0,30.0,0.0
2017-11-12,0.498,0,weekday,12,80,68.2,59,63,58.4,53,97,72.3,48,10,4.8,0,30.1,30.1,30.0,0.0
2017-11-13,0.975,0,weekday,13,77,67.9,60,63,60.3,57,100,78.8,50,10,5.2,0,30.2,30.1,30.1,0.0
2017-11-14,0.884,1,weekday,14,78,67.1,59,62,59.5,58,97,78.6,52,13,6.8,0,30.1,30.0,29.9,0.0
2017-11-15,0.506,2,weekday,15,80,68.5,57,68,63.2,57,100,84.8,56,10,5.2,0,30.0,29.9,29.9,0.0
2017-11-16,0.5589999999999999,3,weekday,16,80,72.1,68,70,68.1,65,100,88.1,64,15,7.1,0,30.0,30.0,29.9,0.0
2017-11-17,0.933,4,weekday,17,85,76.1,69,71,67.9,63,100,77.7,48,13,8.3,0,29.9,29.9,29.8,0.0
2017-11-18,0.933,5,weekend,18,84,73.5,57,70,61.2,41,93,67.8,36,23,13.3,5,30.1,29.8,29.7,0.0
2017-11-19,0.276,6,weekend,19,66,55.3,47,40,35.5,30,77,50.3,27,20,9.3,0,30.2,30.1,30.1,0.0
2017-11-20,0.347,0,weekday,20,67,54.3,43,49,42.9,35,89,67.9,38,14,6.4,0,30.1,30.0,29.9,0.0
2017-11-21,0.422,1,weekday,21,76,64.0,50,64,58.1,47,93,82.0,62,15,7.3,0,29.9,29.8,29.7,0.0
2017-11-22,0.487,2,weekday,22,69,59.8,50,56,49.0,37,90,69.4,47,17,11.4,6,30.1,30.1,30.0,0.0
2017-11-23,0.2739999999999999,3,weekday,23,66,51.5,39,41,36.9,34,89,60.9,30,8,2.7,0,30.1,30.0,30.0,0.0
2017-11-24,0.226,4,weekday,24,72,56.4,39,47,41.5,34,93,63.5,26,9,4.0,0,29.9,29.9,29.8,0.0
2017-11-25,0.204,5,weekend,25,79,63.7,48,61,55.8,46,100,78.3,45,10,3.9,0,30.0,29.9,29.8,0.0
2017-11-26,0.6940000000000001,6,weekend,26,76,62.9,55,58,51.0,45,100,69.0,38,8,4.2,0,30.2,30.1,30.0,0.0
2017-11-27,0.263,0,weekday,27,74,59.0,47,53,45.4,40,93,64.2,33,10,4.7,0,30.1,30.0,29.9,0.0
2017-11-28,0.288,1,weekday,28,76,62.7,46,64,58.1,46,100,86.6,60,15,6.1,0,30.0,30.0,29.9,0.0
2017-11-29,0.341,2,weekday,29,73,63.6,56,63,61.2,53,100,92.7,71,8,2.5,0,30.1,30.1,30.0,0.0
2017-11-30,0.3229999999999999,3,weekday,30,77,62.3,51,49,45.3,40,86,57.9,26,12,5.0,0,30.1,30.1,30.0,0.0
2017-12-01,0.283,3,weekday,1,75,59.7,47,53,49.8,45,97,72.6,41,6,2.2,0,30.1,30.0,30.0,0.0
2017-12-02,0.248,6,weekend,2,78,60.0,48,62,54.5,48,100,85.1,43,9,2.4,0,30.1,30.0,30.0,0.0
2017-12-03,0.303,6,weekend,3,69,63.0,55,68,62.4,55,100,97.8,87,15,6.5,0,30.0,30.0,29.9,0.0
2017-12-04,0.364,2,weekday,4,81,72.7,67,72,69.6,66,100,90.3,67,15,8.8,3,29.9,29.8,29.8,0.55
2017-12-05,0.245,4,weekday,5,75,62.6,54,73,57.2,39,100,83.7,55,25,12.2,0,30.1,30.0,29.9,0.29
2017-12-06,0.325,0,weekday,6,53,44.9,42,43,40.7,38,93,85.6,64,15,11.5,6,30.3,30.2,30.1,0.09
2017-12-07,0.488,2,weekday,7,46,42.2,34,43,38.1,32,93,85.2,73,20,11.2,6,30.2,30.2,30.1,0.36
2017-12-08,0.607,5,weekend,8,43,34.6,30,32,29.1,23,96,82.5,45,14,6.5,0,30.2,30.1,30.0,0.51
2017-12-09,0.627,1,weekday,9,61,43.7,31,40,34.3,30,96,74.9,34,13,3.0,0,30.3,30.1,30.1,0.0
2017-12-10,0.204,3,weekday,10,64,49.3,35,40,34.6,30,97,62.1,29,7,2.9,0,30.3,30.3,30.2,0.0
2017-12-11,0.427,6,weekend,11,75,57.3,42,43,35.5,25,82,50.2,16,10,5.3,3,30.2,30.1,30.0,0.0
2017-12-12,0.284,1,weekday,12,64,53.8,41,42,32.3,27,77,46.3,25,18,8.1,0,30.2,30.1,30.1,0.0
2017-12-13,0.552,2,weekday,13,58,46.9,33,39,33.6,29,96,64.1,34,9,2.7,0,30.1,30.0,29.8,0.0
2017-12-14,0.1989999999999999,3,weekday,14,64,53.7,43,47,42.9,38,93,68.8,38,14,3.5,0,30.0,29.9,29.8,0.0
2017-12-15,0.405,4,weekday,15,56,49.9,42,39,35.5,33,89,59.0,42,15,7.8,0,30.2,30.1,30.0,0.0
2017-12-16,0.6709999999999999,5,weekend,16,59,51.1,39,53,41.5,33,100,72.9,39,28,9.4,0,30.1,30.0,29.8,0.0
2017-12-17,0.26,6,weekend,17,62,52.7,48,54,50.6,47,100,93.0,75,9,3.2,0,30.0,30.0,29.9,0.82
2017-12-18,0.191,0,weekday,18,67,63.2,56,67,60.8,54,100,92.2,76,18,6.4,0,30.1,30.0,30.0,0.0
2017-12-19,0.382,1,vacation,19,79,72.7,66,72,69.5,66,100,90.5,72,16,10.3,0,30.0,29.9,29.8,0.05
2017-12-20,0.289,2,vacation,20,77,67.3,56,70,56.6,46,97,72.5,33,12,5.2,0,29.9,29.9,29.8,0.75
2017-12-21,0.152,3,vacation,21,79,67.3,49,71,62.3,49,100,84.8,68,14,6.8,0,29.9,29.8,29.8,0.0
2017-12-22,0.1669999999999999,4,vacation,22,81,69.1,45,71,64.0,42,100,84.8,64,21,12.7,6,30.0,29.8,29.8,0.0
2017-12-23,0.245,5,vacation,23,54,46.9,41,41,37.2,33,93,70.5,51,15,8.1,0,30.2,30.1,30.0,0.07
2017-12-24,0.267,6,vacation,24,68,49.8,38,45,40.3,37,100,73.3,37,22,8.0,0,30.3,30.1,30.0,0.0
2017-12-25,0.211,0,vacation,25,54,46.0,36,40,35.9,31,93,69.7,48,13,8.9,3,30.3,30.2,30.1,0.0
2017-12-26,0.249,1,vacation,26,50,48.9,48,48,42.9,37,97,81.0,61,13,10.6,7,30.2,30.1,30.1,0.0
2017-12-27,0.427,2,vacation,27,47,42.3,41,45,40.0,36,97,91.5,79,20,12.5,7,30.3,30.3,30.2,0.2
2017-12-28,0.528,3,weekday,28,44,41.2,38,38,36.5,34,93,83.6,73,12,8.2,6,30.3,30.3,30.2,0.02
2017-12-29,0.55,4,weekday,29,54,48.9,42,44,37.6,33,74,65.5,54,9,6.9,3,30.3,30.2,30.1,0.0
2017-12-30,0.51,5,weekend,30,58,53.5,51,53,50.0,45,97,88.1,77,12,7.8,5,30.1,30.0,30.0,0.0
2017-12-31,0.423,6,weekend,31,51,47.0,39,49,42.0,29,100,83.8,63,21,13.6,6,30.4,30.2,30.0,0.01
2018-01-01,0.4479999999999999,0,weekday,1,41,34.6,30,29,16.2,11,72,48.6,29,21,14.8,7,30.6,30.5,30.4,0.0
2018-01-02,0.574,3,weekday,2,34,31.2,28,21,13.9,10,74,49.6,42,14,9.9,5,30.5,30.4,30.3,0.0
2018-01-03,0.631,3,weekday,3,47,33.9,25,24,15.8,10,75,50.3,27,13,6.0,0,30.4,30.3,30.2,0.0
2018-01-04,0.614,6,weekend,4,54,40.4,26,28,23.4,19,88,55.0,25,8,3.1,0,30.3,30.2,30.2,0.0
2018-01-05,0.25,1,weekday,5,56,45.9,37,36,32.4,27,89,60.6,40,9,5.3,0,30.3,30.3,30.2,0.0
2018-01-06,0.52,4,vacation,6,65,49.0,34,48,40.5,33,97,75.0,48,13,7.0,0,30.3,30.2,30.1,0.0
2018-01-07,0.685,6,weekend,7,68,58.8,46,63,56.2,43,100,91.5,73,15,8.3,0,30.1,29.9,29.8,0.0
2018-01-08,0.24,2,weekday,8,66,59.4,47,62,50.5,42,100,74.9,42,16,10.3,0,30.0,29.9,29.8,0.33
2018-01-09,0.249,5,weekend,9,54,49.9,44,51,47.1,43,97,90.2,83,13,6.7,0,30.1,30.0,29.9,0.0
2018-01-10,0.391,0,weekday,10,63,57.4,52,59,54.7,51,100,91.0,78,17,8.1,0,29.9,29.8,29.7,0.0
2018-01-11,0.295,3,weekday,11,69,59.3,41,65,55.4,26,100,87.5,55,25,11.1,0,29.9,29.7,29.6,0.01
2018-01-12,0.233,5,weekend,12,48,39.4,32,24,21.4,18,57,49.2,36,22,14.5,6,30.3,30.1,30.0,0.96
2018-01-13,0.46,5,weekend,13,53,40.0,31,28,23.2,21,82,53.2,31,12,6.5,0,30.5,30.4,30.3,0.0
2018-01-14,0.508,6,weekend,14,54,40.1,28,36,28.0,23,97,65.5,35,12,6.2,0,30.5,30.4,30.3,0.0
2018-01-15,0.4579999999999999,0,weekday,15,66,51.0,34,49,42.8,33,100,75.9,48,16,7.6,0,30.3,30.2,30.1,0.0
2018-01-16,0.261,1,weekday,16,54,30.3,25,51,26.2,14,97,84.7,63,28,17.7,10,30.6,30.5,30.2,0.17
2018-01-17,0.6970000000000001,2,weekday,17,38,27.6,19,18,13.2,10,75,56.2,37,17,8.7,3,30.6,30.6,30.5,0.18
2018-01-18,0.6779999999999999,3,weekday,18,38,31.7,22,23,17.8,13,82,58.5,40,7,4.7,0,30.5,30.4,30.3,0.0
2018-01-19,0.475,4,weekday,19,56,48.2,36,52,42.2,23,100,80.7,57,16,9.2,0,30.3,30.1,30.0,0.0
2018-01-20,0.5720000000000001,5,weekend,20,72,61.4,52,67,60.3,52,100,96.0,81,13,7.2,0,30.0,29.9,29.9,0.07
2018-01-21,0.3429999999999999,6,weekend,21,74,68.5,66,68,65.4,64,100,89.9,71,24,12.2,6,29.9,29.8,29.8,0.02
2018-01-22,0.267,0,weekday,22,69,61.0,43,68,41.6,25,96,54.3,22,20,9.6,0,30.0,29.9,29.8,0.6
2018-01-23,0.238,1,weekday,23,65,50.9,39,35,28.2,19,86,47.3,18,14,5.6,0,30.2,30.1,30.0,0.0
2018-01-24,0.462,2,weekday,24,66,49.7,39,33,27.5,23,73,46.4,20,14,3.9,0,30.4,30.3,30.2,0.0
2018-01-25,0.31,3,weekday,25,61,47.3,33,42,34.1,27,96,65.3,27,16,5.9,0,30.4,30.3,30.2,0.0
2018-01-26,0.223,4,weekday,26,70,58.0,45,59,53.3,42,100,85.0,68,18,9.0,3,30.2,30.1,30.1,0.0
2018-01-27,0.384,5,weekend,27,66,62.1,59,65,61.9,59,100,99.2,96,9,5.7,0,30.1,30.0,30.0,0.23
